artist,danceability,energy_i,loudness,speechiness,acousticness,instrumentalness,liveness,valence_i,tempo,valence_l,arousal,dominance,goodness,energy_l,structure,power,danger,scored_words,genre
$NOT,0.753,0.777,-5.701,0.32,0.0725,0.000714,0.125,0.669,157.148,0.1122997278911564,-0.079966,0.0137225510204081,0.1155389591836734,-0.0764483741496598,0.0006618367346938,0.0276411700680272,-0.1357554897959183,147,hip hop
$uicideboy$,0.7733,0.7163,-5.6885,0.14923,0.16481,0.000237373,0.1720999999999999,0.4478,132.78609999999998,0.091047839047061,-0.0654963495314675,0.0201304175497797,0.0981080037983454,-0.0576468840994939,-0.0060269677427462,0.0286102854828537,-0.1101353345880618,2708,hip hop
21 Savage,0.76275,0.6735,-7.47,0.18355,0.03631,0.0003639725,0.203,0.294,148.7905,0.1123999724834097,-0.0454261650800594,0.0558542629658563,0.130749937480733,-0.0251281560465383,-0.0094848259074422,0.0746858381949625,-0.1102224626800603,1415,hip hop
24kGoldn,0.701,0.716,-3.671,0.0361,0.174,0.0,0.324,0.732,91.007,0.08116,-0.0713459999999999,0.0084449999999999,0.08481619,-0.0672305699999999,-0.0058942599999999,0.012434825,-0.107513275,200,hip hop
2Pac,0.763,0.85,-3.052,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,0.1130591556728232,-0.0808076886543535,0.0308318073878628,0.1245570052770448,-0.0679890316622691,-0.0112178232189973,0.0399995751978891,-0.1361506569920844,379,hip hop
4*TOWN ,0.905,0.631,-10.06,0.177,0.129,0.0,0.101,0.751,105.026,0.1033335353535353,-0.040029973063973,0.0382423063973064,0.1136351111111111,-0.0287773771043771,0.0012513939393939,0.0600034848484848,-0.1007008215488215,297,niche or unknown
50 Cent,0.902,0.72,-2.776,0.347,0.26,0.0,0.0749,0.805,90.059,0.0975851660516605,-0.06976673800738,0.0286826383763837,0.1085089778597786,-0.0575767047970479,-0.0111189926199262,0.0360144833948339,-0.1174403136531365,271,hip hop
A Boogie Wit da Hoodie,0.844,0.7205,-4.7575,0.06025,0.336,0.0,0.133,0.6819999999999999,132.5055,0.1466825895856662,-0.0938053337066069,0.0282443141097424,0.1542924577407615,-0.0854783504759238,-0.0004429172592385,0.0486588418952967,-0.1695435600643897,387,hip hop
A$AP Rocky,0.7143333333333333,0.597,-7.058666666666666,0.285,0.2142666666666667,1.49e-06,0.4639999999999999,0.422,144.21333333333334,0.1171214160417963,-0.0621832014533685,0.0309806437743067,0.1253559144126219,-0.0531903816434013,0.0007720453947586,0.0510286887321825,-0.1262513160693177,851,hip hop
AJR,0.68,0.696,-6.977,0.051,0.116,0.0,0.607,0.684,115.962,0.0716231718061674,-0.0431686431718061,-0.0033312114537445,0.0667025154185022,-0.0488458370044052,0.0130131277533039,0.0126264801762114,-0.0817049647577092,227,indie
Adele,0.569,0.5455,-5.7125,0.0371,0.3344999999999999,0.0,0.0797,0.34,115.0395,0.1427586714831466,-0.0364212613113646,0.0484274020894513,0.1520502293978533,-0.0265672570817848,0.0150533817406897,0.0887298680384105,-0.1263016102484472,639,pop
Andrew Gold,0.806,0.447,-10.181,0.0461,0.27,3.7e-06,0.335,0.914,77.033,0.0382459574468085,-0.0527266382978723,0.0055577659574468,0.0435816063829787,-0.0465890638297872,-0.0142767659574468,-0.0021266223404255,-0.0637602553191489,188,pop
Arctic Monkeys,0.5710000000000001,0.5663333333333332,-7.580666666666667,0.0399333333333333,0.046395,0.0275859666666666,0.1189,0.5303333333333333,99.91566666666668,0.1016042300621193,-0.063624505957916,0.0090404449217446,0.1016071271434315,-0.0637982046143691,0.0076787405520019,0.0267349059604823,-0.1169592256059613,1054,rock
Armani White,0.9,0.509,-6.647,0.257,0.115,1.67e-06,0.0937,0.765,100.007,0.1173876086956521,-0.0535529565217391,0.0439102173913043,0.1305213206521739,-0.0391034945652173,-0.0033025489130434,0.0646421413043478,-0.1199428532608695,184,hip hop
BIA,0.644,0.671,-5.156,0.315,0.0225,0.0,0.0855,0.563,132.001,0.118251375464684,-0.0413674869888475,0.038476970260223,0.1268321412639405,-0.0321331412639405,0.0074935055762081,0.0669622416356877,-0.1124053977695167,269,hip hop
BLACKPINK,0.8086666666666668,0.6816666666666666,-5.942333333333333,0.1158,0.0307566666666666,0.0,0.3436666666666667,0.641,140.705,0.1322179968764964,-0.066262305353021,0.0403980563903977,0.1435373102713338,-0.0538586289682121,-0.0007191853925236,0.0634123576161586,-0.1395799963177124,1116,pop
BTS,0.663,0.8294999999999999,-3.5405,0.1385,0.02775,0.0,0.1354,0.69,117.47050000000002,0.126322348734249,-0.0649518809172437,0.0314709436371892,0.1339520839127596,-0.0566764722159155,0.0033246675062436,0.0546420823092859,-0.1347947484745714,567,pop
Baby Keem,0.7382,0.6064,-6.2104,0.2300399999999999,0.140764,7.062e-06,0.246,0.27562,115.2464,0.1206386277981697,-0.0609157592441816,0.0291994784745809,0.1273469313984006,-0.0536712626128816,0.0043712616444208,0.0520965088643613,-0.1279992144331818,1486,hip hop
Bailey Zimmerman,0.5845,0.489,-7.3255,0.0308999999999999,0.3595,0.0,0.196,0.349,128.78549999999998,0.1014684126984127,-0.0753286984126984,0.0181607142857142,0.1076281777777777,-0.0684888398412698,-0.0050464711111111,0.0276756114285714,-0.124533513015873,276,country
Beach House,0.508,0.792,-7.311,0.0297,0.229,0.124,0.145,0.601,147.067,0.1329767320261438,-0.0644463921568627,0.0290508823529411,0.1384589052287581,-0.0586327156862745,0.0084486732026143,0.0564455620915032,-0.139364839869281,306,rock
Beach Weather,0.572,0.839,-5.083,0.0377,0.013,0.00976,0.522,0.465,143.969,0.12838,-0.0483831428571428,0.0125478571428571,0.1241453714285714,-0.0535930171428571,0.0263715942857142,0.0498880628571428,-0.1256800171428571,175,indie
Benny The Butcher,0.495,0.759,-9.14,0.468,0.575,0.0,0.17,0.503,156.627,0.1337367567567567,-0.0626811767151767,0.0373190124740124,0.1428319937629937,-0.0528154532224532,0.0040793534303534,0.0636512972972973,-0.1383436340956341,481,hip hop
Benson Boone,0.362,0.54,-6.031,0.0528,0.338,0.0,0.139,0.3,78.007,0.080503178807947,-0.0965554039735099,0.0043615562913907,0.0860477086092715,-0.0901381125827814,-0.0171346423841059,-0.002892417218543,-0.124582238410596,151,pop
Beyoncé,0.73725,0.652,-7.483249999999999,0.151925,0.0571531666666666,0.0047456591666666,0.2174,0.4374166666666666,118.901,0.1239751244403852,-0.0621238344527358,0.0404238987526975,0.1358124912223576,-0.0491154463167504,-0.0024227147145421,0.0613040404139989,-0.1307637851426563,3984,pop
Billie Eilish,0.3705,0.223,-12.09075,0.03925,0.865,0.002505,0.1162,0.1865,104.885,0.1158325862129545,-0.0615578446277215,0.0208273652126635,0.1192615617773488,-0.057972956407747,0.0074897139702699,0.0433375764706351,-0.1253237207139587,1365,pop
Blue Öyster Cult,0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466,0.0753108823529411,-0.0541865882352941,0.0172310294117647,0.0814314999999999,-0.0473775404411764,-0.0053905772058823,0.0240797757352941,-0.0910817683823529,272,rock
"Bobby ""Boris"" Pickett",0.541,0.504,-14.191,0.457,0.375,0.0,0.421,0.707,68.482,0.1232374850299401,-0.020343245508982,0.0321743413173652,0.1249648383233532,-0.018999239520958,0.0256764610778443,0.0749288982035928,-0.1017980239520958,167,niche or unknown
BoyWithUke,0.609,0.619,-5.677,0.311,0.749,0.0,0.264,0.689,179.71,0.1097681619937694,-0.0584488660436137,0.0221658722741433,0.1142038909657321,-0.0537150280373831,0.0053626199376947,0.0427721090342679,-0.1187366137071651,321,hip hop
Brent Faiyaz,0.5139999999999999,0.3574444444444444,-10.570777777777778,0.0898444444444444,0.6508333333333334,0.0006755077777777,0.1686444444444444,0.4124444444444444,120.68255555555557,0.133445312140729,-0.0484682784055984,0.050340067621619,0.1467261986327929,-0.033984085665306,0.0027175852826392,0.0797206669782998,-0.1277814833097982,1595,hip hop
Britney Spears,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,0.0896085714285714,-0.0210288571428571,0.0383592857142857,0.0989998571428571,-0.0108480914285714,0.0049639714285714,0.0623327142857142,-0.0776742399999999,175,pop
Bruce Springsteen,0.398,0.952,-6.042,0.061,0.000373,7.75e-05,0.1,0.584,122.093,0.0883703225806451,-0.067466,0.0348998387096774,0.1031996451612903,-0.0508383387096774,-0.0185531516129032,0.0370249387096774,-0.1089213129032258,310,rock
Bruno Mars,0.4775,0.4659999999999999,-6.583,0.03455,0.7225,0.0,0.11,0.2202,141.28949999999998,0.1492290269849507,-0.0739578266735858,0.0263125661650233,0.152597890460128,-0.0705567860448019,0.0129217380211036,0.058011740096869,-0.1577941955327798,305,pop
Bryson Tiller,0.765,0.356,-5.556,0.195,0.223,0.0,0.0963,0.189,96.991,0.1339048366013072,-0.0524627320261437,0.032080294117647,0.1389293039215686,-0.0472515359477124,0.0133368464052287,0.0648258986928104,-0.1316497647058823,306,hip hop
BØRNS,0.611,0.797,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,0.1528133333333333,-0.0671183809523809,0.0481164285714285,0.1651687,-0.0536658142857142,0.0033454857142857,0.078844419047619,-0.1547393380952381,210,rock
CORPSE,0.766,0.658,-7.014,0.26,0.00192,0.0,0.0919,0.476,133.085,8.497237569060669e-05,-0.0481151712707182,-0.0199782044198895,-0.0023591767955801,-0.0505405027624309,-0.0124214198895027,-0.0374058287292817,-0.0340693370165745,181,indie
Cafuné,0.423,0.913,-5.354,0.0655,6.53e-05,0.0,0.269,0.596,146.995,0.1212126732673267,-0.0474808514851485,0.0358103465346534,0.129019,-0.039094806930693,0.0074143663366336,0.063585905940594,-0.1188743861386138,202,indie
Cage The Elephant,0.636,0.676,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98,0.1134133333333333,-0.068366,0.010345,0.1131425458333333,-0.06888655,0.0098424208333333,0.0312937291666666,-0.1287139583333333,240,rock
Calvin Harris,0.8494999999999999,0.764,-5.43,0.06225,0.218,2.9e-05,0.08235,0.7495,95.989,0.0996614121338912,-0.0294127730125522,0.0448406433054393,0.1120545232008368,-0.0158551196025104,0.0007372719822175,0.0680232265585774,-0.0904457407008368,639,pop
Camila Cabello,0.6925,0.6685,-7.0075,0.05765,0.262,5.85e-06,0.2129,0.702,137.4925,0.1451328087434206,-0.0804699706254166,0.0233726507228721,0.1486172027547291,-0.0768699356253016,0.0094390652596134,0.0507329860941917,-0.1594434886397591,591,pop
Cardi B,0.878,0.685,-5.28,0.225,0.00152,0.0,0.0753,0.523,157.003,0.1132681002087682,-0.0314190271398747,0.0510266283924843,0.1270839144050104,-0.0163272713987473,0.0018890334029227,0.0783167912317327,-0.1014070292275574,479,hip hop
Carlos Vives,0.668,0.712,-5.927,0.0381,0.369,2.13e-05,0.108,0.264,100.02,0.2453707284768211,-0.0407010993377483,0.0714277814569536,0.2523861589403973,-0.0339968543046357,0.0459411523178808,0.1544245894039735,-0.2025034569536424,151,pop
Carolina Gaitán - La Gaita,0.577,0.45,-8.516,0.0834,0.357,0.0,0.111,0.83,205.863,0.1156403773584905,-0.0953307798742138,0.0228858805031446,0.1251299591194968,-0.0846903144654088,-0.0124257830188679,0.0285950880503144,-0.1483653081761006,318,niche or unknown
Central Cee,0.911,0.573,-7.43,0.288,0.38,0.0,0.403,0.972,140.04,0.1285073972602739,-0.0506577808219178,0.0400121232876712,0.1378164767123287,-0.0406016246575342,0.0062767780821917,0.0687412342465753,-0.1261606315068493,730,niche or unknown
Charlie Puth,0.7969999999999999,0.517,-5.403499999999999,0.0464,0.679,6.6e-06,0.10105,0.6325000000000001,104.548,0.1694337329958873,-0.0797730310028471,0.0296354223347042,0.1725163920120215,-0.0767759707845618,0.0171243375672255,0.0676986871638721,-0.1762763316909206,726,pop
Chase Atlantic,0.666,0.542,-6.429,0.0392,0.27,0.0,0.0765,0.0771,120.134,0.1290586026200873,-0.0403415458515283,0.0270982751091703,0.130535231441048,-0.0391788427947598,0.0210569912663755,0.0645986724890829,-0.1200059781659388,229,r&b
Chief Keef,0.772,0.413,-8.193,0.089,0.0361,0.0,0.111,0.211,131.965,0.0936783240223463,-0.0488375083798882,0.0306550558659217,0.1029587597765363,-0.0386169273743016,-0.0029392402234636,0.0454965586592178,-0.1001091396648044,179,hip hop
Childish Gambino,0.645,0.3974999999999999,-11.3625,0.06675,0.0921999999999999,0.01686,0.0922,0.42,139.09199999999998,0.1290372638146167,-0.0474428270944741,0.036713426916221,0.1362059993315508,-0.0398218878119429,0.0105542102272727,0.0681538142825312,-0.1244705291889483,672,hip hop
Chris Brown,0.733,0.69,-5.529,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,0.1150243548387096,-0.0432119677419354,0.0258127419354838,0.1182238870967742,-0.0400054435483871,0.0136678951612903,0.0553087701612903,-0.111885004032258,248,hip hop
Chris Stapleton,0.392,0.37,-10.888,0.0298,0.205,0.0096,0.0821,0.512,48.718,0.1320614606741573,-0.0359603820224719,0.0379208426966292,0.1376844662921348,-0.0301763033707865,0.0174263651685393,0.0760197556179775,-0.1186955140449438,356,country
Cigarettes After Sex,0.37,0.467,-9.013,0.0273,0.0205,0.572,0.109,0.182,94.485,0.0982016748768472,-0.0543428472906403,0.0057144581280788,0.0956811945812807,-0.0574007660098522,0.0134010738916256,0.0270683374384236,-0.1082452709359605,406,pop
Cochise,0.672,0.717,-7.476,0.226,0.103,0.0,0.398,0.473,157.905,0.1313503703703703,-0.1029141481481481,0.0108449999999999,0.1340343481481481,-0.099980074074074,-0.0007540962962962,0.0240799925925925,-0.1654732,135,hip hop
Coi Leray,0.916,0.824,-4.444,0.422,0.222,0.00108,0.0661,0.87,139.926,0.1423467953667953,-0.0734293204633204,0.0326712548262548,0.1496359961389961,-0.0655759305019305,0.0055395945945945,0.0594393552123552,-0.1521778108108108,259,hip hop
Coldplay,0.4816666666666666,0.5286666666666666,-8.003666666666668,0.0323333333333333,0.2838433333333333,0.01723441,0.1376666666666667,0.3416666666666666,115.20666666666666,0.1263562624614035,-0.0548617900064601,0.0416982548889863,0.1373980462210252,-0.0428129626812582,0.0017957764442613,0.0668817440731742,-0.127428439257545,902,pop
Conan Gray,0.437,0.6396666666666667,-6.2636666666666665,0.0566333333333333,0.2012966666666666,0.0,0.2510666666666666,0.477,128.71233333333333,0.1188843582290783,-0.0881568842301597,-0.0040636536438314,0.1138868576397565,-0.093898303908012,0.0115964993589693,0.0141340069240144,-0.1469263155382084,686,pop
Coolio,0.647,0.514,-10.05,0.0593,0.0655,0.0,0.398,0.386,79.975,0.1003698305084745,-0.0494185423728813,0.0459009322033898,0.1161642915254237,-0.0318988762711864,-0.0105571949152542,0.059584633898305,-0.1046964864406779,590,hip hop
Cordae,0.841,0.433,-7.699,0.175,0.0344,2.13e-06,0.121,0.332,115.868,0.1516139869281045,-0.072044431372549,0.0578972875816993,0.1695769934640523,-0.0522365555555555,-0.0066492679738562,0.0829722091503268,-0.1568458431372549,153,hip hop
Creedence Clearwater Revival,0.64,0.663,-7.516,0.0374,0.201,0.00806,0.152,0.663,132.77,0.0962724528301886,-0.0270980754716981,0.0870934276729559,0.1291224433962264,0.009500323899371,-0.028723393081761,0.0980210817610063,-0.0845856194968553,318,country
Cults,0.4,0.571,-6.534,0.0288,0.468,3.05e-05,0.519,0.146,61.859,0.0857072727272727,-0.0882283376623376,0.0075255194805194,0.0908220493506493,-0.0823829116883116,-0.0122874571428571,0.0059673428571428,-0.1224744311688311,385,pop
DJ Khaled,0.6662857142857143,0.7151428571428572,-4.461714285714286,0.1955285714285714,0.0386657142857142,0.0,0.3051428571428571,0.4942857142857143,131.83614285714287,0.0998031401760092,-0.0555338392046742,0.0314393119255264,0.1096262268312159,-0.0446934068384978,-0.0042004000401244,0.0459143983779181,-0.109120463359229,1894,hip hop
Daniel Caesar,0.658,0.294,-8.533,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,0.1560952647975078,-0.0718694267912772,0.0459696105919003,0.1676792180685358,-0.059272906542056,0.0038039657320872,0.0766548193146417,-0.1604793956386292,321,r&b
Darius Rucker,0.537,0.66,-7.174,0.0296,0.455,0.0,0.135,0.574,148.096,0.1399881300813008,-0.0664673550135501,0.02494527100271,0.1428398292682927,-0.0636441300813008,0.0135273441734417,0.0559998428184281,-0.1460062140921409,369,country
Demi Lovato,0.322,0.698,-3.812,0.0542,0.00507,0.0,0.249,0.288,183.963,0.1528106451612903,-0.0981756774193548,0.0556595161290322,0.1734355,-0.0751998427419354,-0.018777,0.069463064516129,-0.1758117258064516,248,pop
Diane Guerrero,0.655,0.549,-12.696,0.0377,0.00434,0.903,0.131,0.266,120.304,0.1768876923076922,-0.0720006153846153,0.0508103846153846,0.1879873115384615,-0.0600734423076923,0.0103398423076923,0.0904487076923076,-0.1754054423076923,260,niche or unknown
Doja Cat,0.799625,0.61325,-5.89975,0.118775,0.2221125,0.0054531749999999,0.1666875,0.579125,118.00475,0.1369729688817609,-0.0761914729946797,0.0366466930589749,0.1473209660491095,-0.0648426222255561,-0.0012731981889235,0.0583209655872743,-0.1500222770785337,2096,pop
Dominic Fike,0.419,0.306,-15.255,0.107,0.849,0.0,0.125,0.33,93.885,0.0788030088495575,-0.0275721946902654,0.0148538495575221,0.0793288495575221,-0.0272653362831858,0.0124208982300884,0.0368144469026548,-0.0753734690265486,226,rock
Dove Cameron,0.345,0.612,-6.543,0.0608,0.232,0.0,0.194,0.232,179.773,0.1794860606060606,-0.0809053939393939,0.0433540909090909,0.1879717606060606,-0.0718767424242424,0.0118647121212121,0.0820915787878787,-0.1837406545454545,330,pop
Dr. Dre,0.8722,0.7682,-4.293,0.17728,0.074802,0.1804644,0.11398,0.5842,106.876,0.0918547590865767,-0.0647100797786635,0.0275808918765679,0.1022741964187725,-0.0530879853935507,-0.0103442109718137,0.0347798398242203,-0.1098576354082276,1499,hip hop
Drake,0.713925925925926,0.5444444444444444,-8.20711111111111,0.202237037037037,0.1192268888888889,0.0059848866666666,0.2043962962962963,0.3042851851851851,124.72714814814816,0.1064074169128942,-0.0543612335273617,0.0275592113313774,0.1132872489455042,-0.0468827735777572,0.0022687937404623,0.0469550225545303,-0.1132573221765731,7886,hip hop
Dua Lipa,0.702,0.825,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977,0.1670381395348837,-0.0331055348837209,0.0689457751937984,0.182402472868217,-0.0165813333333333,0.0143370038759689,0.1172532325581395,-0.1407028255813953,258,pop
ERNEST,0.527,0.461,-5.908,0.0269,0.118,0.0,0.0831,0.227,128.153,0.1170042424242424,-0.0748750909090909,-5.803030303030438e-05,0.1122079696969696,-0.0804689878787878,0.0151770787878787,0.0224427939393939,-0.1362432242424242,165,country
Eagles,0.575,0.67,-10.39,0.0318,0.343,4.95e-06,0.129,0.74,139.191,0.1353490036900369,-0.0839327896678966,0.0084833763837638,0.1335164870848708,-0.0862377453874538,0.0131289741697417,0.0334310553505535,-0.1553896752767527,271,rock
Earth,0.674,0.832,-7.892,0.0308,0.146,5.06e-06,0.138,0.981,125.996,0.1413788439306358,-0.0821394104046242,0.0133074277456647,0.1407788497109826,-0.0831048728323699,0.0136668208092485,0.0407816416184971,-0.1583096473988439,173,jazz
Ed Sheeran,0.704,0.6759999999999999,-4.9335,0.059,0.347025,7.5e-06,0.1996,0.53575,123.979,0.139262779719232,-0.0571521206127139,0.0321931766865535,0.1443114664695642,-0.051913886009342,0.0132652081875608,0.0653349205575634,-0.1387522919092292,795,pop
Elton John,0.667,0.75,-4.602,0.0906,0.0746,0.000198,0.197,0.486,126.041,0.1300058620689655,-0.0832763448275862,0.0180432758620689,0.1334058017241379,-0.0796615431034482,0.0043476293103448,0.038003,-0.1506613275862069,116,rock
Elvis Presley,0.465,0.27,-16.661,0.0425,0.9,0.00104,0.145,0.58,94.518,0.1433255882352941,-0.0770248235294117,0.0195582352941176,0.1447056102941176,-0.0758070073529411,0.0130797132352941,0.0487185808823529,-0.1559259926470588,136,rock
Em Beihold,0.742,0.527,-6.892,0.0769,0.327,0.0,0.25,0.638,84.974,0.1136422340425531,-0.0576255744680851,0.0361375531914893,0.1241529441489361,-0.0460796409574468,-0.0019594707446808,0.0552061170212766,-0.1203726462765957,376,niche or unknown
Eminem,0.7531428571428572,0.7327142857142858,-4.559571428571429,0.2035714285714285,0.08042,6.0428571428571424e-05,0.1736428571428571,0.4660285714285714,127.37628571428571,0.1063222685986424,-0.0620466864877624,0.0265262687936314,0.1138641165837837,-0.0537699405894623,-0.0012489791341743,0.0424929522687641,-0.1185351706393915,2621,hip hop
Eurythmics,0.694,0.825,-5.986,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,0.1217861224489796,-0.0695119183673469,0.0404521428571428,0.1350388112244898,-0.0548463979591836,-0.0075152602040816,0.0567044948979591,-0.1342691479591836,196,rock
Eyedress,0.474,0.921,-10.431,0.0457,0.00491,0.85,0.476,0.696,93.01,0.1004166197183098,-0.0534624788732394,0.0252147183098591,0.1068502218309859,-0.0464566478873239,0.0015089683098591,0.0427046373239436,-0.1084043450704225,284,pop
Fitz and The Tantrums,0.545,0.968,-3.553,0.0853,0.0387,0.00325,0.331,0.527,169.965,0.1457543902439024,-0.0838440487804878,0.0327596341463414,0.1541768414634146,-0.0746641036585365,0.0014321402439024,0.056223975609756,-0.1618150304878049,164,rock
Fivio Foreign,0.5369999999999999,0.7090000000000001,-6.385999999999999,0.246,0.0648499999999999,0.0,0.2875,0.3325,146.5805,0.1103593805744785,-0.0551253791698855,0.0281011556289065,0.1170754861717817,-0.0478498189409368,0.0033686219397429,0.0489499434861998,-0.1166197865580448,636,hip hop
Fleetwood Mac,0.828,0.492,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,0.1240506401766004,-0.0637297969094922,0.0258052649006622,0.1290801037527593,-0.0583771633554083,0.006806770419426,0.0499944922737306,-0.1325523156732891,453,rock
Foo Fighters,0.413,0.881,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,0.1200820881670533,-0.0662908259860788,0.0070630974477958,0.1170124269141531,-0.0700172250580046,0.0164223271461716,0.0332305777262181,-0.1322499466357308,431,rock
Frank Ocean,0.7400000000000001,0.552,-7.122,0.1416333333333333,0.2508666666666667,0.0006059333333333,0.248,0.472,125.50366666666667,0.1087614920971145,-0.0575597208605001,0.0281204954914387,0.1160682519752259,-0.0495928625635973,0.0012646099840906,0.0470051896602802,-0.117140101692167,1448,hip hop
Freddie Dredd,0.802,0.623,-5.862,0.459,0.0292,0.055,0.113,0.457,74.987,0.0175022929936305,-0.0492080382165604,-0.0039448089171974,0.0205655859872611,-0.0455286815286624,-0.015732356687898,-0.0176516305732484,-0.0467356878980891,157,hip hop
Future,0.7874666666666666,0.5926666666666667,-5.918866666666667,0.22098,0.0688946,0.033147294,0.16612,0.3308266666666666,123.80513333333332,0.1253361935771657,-0.045038246321154,0.0481568396064476,0.1381592742529217,-0.0310442522525814,0.0022133748375727,0.0757417257819945,-0.1196449578283637,3266,hip hop
GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.0,0.367,0.415,121.932,0.094411718061674,-0.03228318061674,0.0202855286343612,0.0961282026431718,-0.0306972202643171,0.013575295154185,0.04626659030837,-0.0896790925110132,227,pop
Gerry Rafferty,0.783,0.322,-15.091,0.0343,0.213,0.00243,0.114,0.77,128.226,0.1572349019607843,-0.0855346274509804,0.0325508823529411,0.1642443333333333,-0.078003294117647,0.0061436960784313,0.0609816470588235,-0.1712949607843137,102,rock
Gesaffelstein,0.658,0.671,-12.21,0.0363,0.0933,0.000927,0.115,0.166,100.966,0.1307530263157894,-0.0425120526315789,0.0166903947368421,0.127312384868421,-0.0468819868421052,0.0278527039473684,0.0568728519736842,-0.1231740296052631,304,niche or unknown
Ghost,0.466,0.9,-4.469,0.0447,0.000235,0.00104,0.103,0.561,130.02,0.1118179746835442,-0.0668824556962025,0.0357209493670886,0.123759182278481,-0.0536518177215189,-0.0075896531645569,0.049573311392405,-0.125448529113924,395,rock
Giveon,0.5275,0.489,-8.86,0.06575,0.313,5.1e-07,0.2294999999999999,0.36,84.49350000000001,0.1149300466853408,-0.0855995887296094,0.018361875377602,0.1208854342835173,-0.0790008549870928,-0.0043461839127807,0.029616789380458,-0.141340931345087,415,r&b
Glass Animals,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,0.1185455526992288,-0.067870884318766,0.0232614524421593,0.1237192544987146,-0.0622946169665809,0.0036698766066838,0.0434336966580976,-0.1315316966580977,389,rock
GloRilla,0.795,0.814,-3.945,0.4,0.0736,0.0,0.117,0.68,160.039,0.117055,-0.0492159999999999,0.03383,0.124733795,-0.04093675,0.0058447599999999,0.0592534399999999,-0.1171467799999999,200,hip hop
